,Timestamp,idx,gaze_x,gaze_y,gaze_z,REyePos_x,REyePos_y,LEyePos_x,LEyePos_y,yaw,pitch,roll,HeadBox_xmin,HeadBox_ymin,RightEyeBox_xmin,RightEyeBox_ymin,LeftEyeBox_xmin,LeftEyeBox_ymin,ROpenClose,LOpenClose,set_x,set_y,set_z,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG,WTransG
0,1698931060.964717,0.0,-0.5704712271690369,0.10579807311296463,0.8144749402999878,20.0,24.0,31.0,22.0,-11.039586067199707,48.09972381591797,5.009078025817871,419.0,317.0,15.0,19.0,26.0,17.0,1.0,1.0,59.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1698931061.079712,0.0,-0.3170797526836395,-0.17159003019332886,0.9327471852302551,17.0,24.0,29.0,20.0,-9.941228866577148,43.616966247558594,5.952791213989258,419.0,317.0,12.0,19.0,24.0,15.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.2385912424315093,0.0,-1.0,0.0,-0.0958473065482967,0.0,0.0,-1.0,0.966226795806522,0.0,0.0,0.0,1.0
2,1698931061.1846948,0.0,-0.3170797526836395,0.020587017759680748,0.9327471852302551,21.0,24.0,32.0,22.0,-8.73541259765625,46.66783905029297,4.901717185974121,419.0,317.0,16.0,19.0,27.0,17.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.23750316390032666,0.0,-1.0,0.0,-0.09576522421125426,0.0,0.0,-1.0,0.9664969645141624,0.0,0.0,0.0,1.0
3,1698931061.277698,0.0,-0.3170797526836395,0.020587017759680748,0.9327471852302551,19.0,24.0,31.0,23.0,-8.649998664855957,47.99700927734375,2.954350709915161,419.0,317.0,14.0,19.0,26.0,18.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.23763129810979378,0.0,-1.0,0.0,-0.09473016333581591,0.0,0.0,-1.0,0.9665690824722457,0.0,0.0,0.0,1.0
4,1698931061.3817074,0.0,-0.4763643443584442,0.05651514604687691,0.8790068626403809,20.0,23.0,31.0,20.0,-9.436285018920898,43.69603729248047,7.356998443603516,418.0,318.0,15.0,18.0,26.0,15.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.2382261703761064,0.0,-1.0,0.0,-0.09537094913786025,0.0,0.0,-1.0,0.9663458333369972,0.0,0.0,0.0,1.0
5,1698931061.4807131,0.0,-0.45480865240097046,0.07546310871839523,0.8873863220214844,20.0,24.0,31.0,21.0,-6.046898365020752,39.53723907470703,5.600915908813477,418.0,318.0,15.0,19.0,26.0,16.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.2375367673747073,0.0,-1.0,0.0,-0.0954109933002785,0.0,0.0,-1.0,0.9665114832050381,0.0,0.0,0.0,1.0
6,1698931061.5767198,0.0,-0.418273001909256,0.05943189933896065,0.9081282019615173,20.0,25.0,30.0,22.0,-6.623079776763916,49.11011505126953,1.9502050876617432,418.0,318.0,15.0,20.0,25.0,17.0,0.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.2375556251445855,0.0,-1.0,0.0,-0.09537649353169614,0.0,0.0,-1.0,0.966510613653339,0.0,0.0,0.0,1.0
7,1698931061.6717257,0.0,-0.1134456917643547,0.050086669623851776,0.9382994771003723,21.0,23.0,32.0,20.0,-0.5770268440246582,39.087249755859375,0.40262341499328613,418.0,318.0,16.0,18.0,27.0,15.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.23825257856026277,0.0,-1.0,0.0,-0.09541852926666766,0.0,0.0,-1.0,0.9663351182111748,0.0,0.0,0.0,1.0
8,1698931061.7787604,0.0,-0.04632572457194328,0.07095345109701157,0.9382994771003723,20.0,23.0,31.0,22.0,3.232490062713623,36.24591064453125,7.706599235534668,418.0,318.0,15.0,18.0,26.0,17.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.23822696233025686,0.0,-1.0,0.0,-0.09539609341533481,0.0,0.0,-1.0,0.9663431558493754,0.0,0.0,0.0,1.0
9,1698931061.8767395,0.0,-0.04632572457194328,0.06512368470430374,0.9590391516685486,21.0,23.0,31.0,21.0,3.2002673149108887,39.711830139160156,4.100852966308594,418.0,318.0,16.0,18.0,26.0,16.0,1.0,1.0,59.0,33.0,0.0,1.0,0.0,0.0,-0.23822696233025675,0.0,-1.0,0.0,-0.09539609341535006,0.0,0.0,-1.0,0.966343155849374,0.0,0.0,0.0,1.0
